index,id,title,overview,release_date,popularity,vote_average,vote_count
2149,10669,Deliverance,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",1972-08-18,5.783,7.31,1838
2150,87,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",1984-05-23,16.6544,7.31,10246
2151,259316,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",2016-11-16,19.7489,7.31,19846
2152,11647,Infernal Affairs II,"In this prequel to the original, a bloody power struggle among the Triads coincides with the 1997 handover of Hong Kong, setting up the events of the first film.",2003-10-01,4.8525,7.3,481
2153,704,A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",1964-07-07,4.0599,7.309,755
2154,649,Belle de Jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",1967-05-24,6.1727,7.3,1026
2155,1284120,The Ugly Stepsister,"In a fairy-tale kingdom where beauty is a brutal business, Elvira battles to compete with her incredibly beautiful stepsister, Agnes, and she will go to any length to catch the Prince’s eye.",2025-03-07,13.3372,7.3,1261
2156,614587,Lupin III: The First,"The iconic ""gentleman thief"" Lupin III returns in an action-packed, continent-spanning adventure, as Lupin III and his colorful underworld companions race to uncover the secrets of the mysterious Bresson Diary, before it falls into the hands of a dark cabal that will stop at nothing to resurrect the Third Reich.",2019-12-06,4.7298,7.308,317
2157,486947,The Guilty,"Police officer Asger Holm, demoted to desk work as an alarm dispatcher, answers a call from a panicked woman who claims to have been kidnapped. Confined to the police station and with the phone as his only tool, Asger races against time to get help and find her.",2018-02-22,3.5837,7.3,1862
2158,2977,Becoming Jane,"Though young Jane Austen's financially strapped parents expect her to marry the nephew of wealthy Lady Gresham, Jane herself knows that such a union will destroy her creativity and sense of self-worth. Instead, she becomes involved with Tom Lefroy, a charming but penniless apprentice lawyer who gives her the knowledge of the heart she needs for her future career as a novelist.",2007-03-02,5.0501,7.308,1270
2159,621013,Chemical Hearts,"When a hopelessly romantic high school senior falls for a mysterious new classmate, it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.",2020-08-21,3.6857,7.307,1167
2160,258230,A Monster Calls,12-year-old Conor encounters an ancient tree monster who proceeds to help him cope with his mother's terminal illness and being bullied in school.,2016-10-07,6.7097,7.307,3604
2161,57212,War Horse,"On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home.",2011-12-25,10.8472,7.307,3735
2162,13635,Mesrine: Killer Instinct,"Jacques Mesrine, a loyal son and dedicated soldier, is back home and living with his parents after serving in the Algerian War. Soon he is seduced by the neon glamour of sixties Paris and the easy money it presents. Mentored by Guido, Mesrine turns his back on middle class law-abiding and soon moves swiftly up the criminal ladder.",2008-10-22,3.1075,7.307,1013
2163,11943,Jeremiah Johnson,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-on-one combat on the early frontier.,1972-09-10,3.4074,7.307,702
2164,10234,Funny Games,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",1997-09-11,6.2165,7.307,2120
2165,9571,Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",1993-09-24,6.1459,7.308,2310
2166,199,Star Trek: First Contact,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",1996-11-22,11.9763,7.307,1993
2167,177,The Fisher King,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,1991-09-20,5.8358,7.307,1496
2168,1368314,Passenger,"After a young couple witnesses a gruesome highway accident, they soon realize they did not leave the crash scene alone, as a demonic presence called the Passenger that won't stop until it claims them both turns their van life adventure into a nightmare.",2026-05-20,39.4296,7.311,700
2169,338766,Hell or High Water,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,2016-08-11,8.6261,7.305,4938
2170,118412,Berserk: The Golden Age Arc II - The Battle for Doldrey,The Band of the Hawk and their enigmatic leader Griffith continue winning battle after battle as their prestige throughout the kingdom of Midland grows. But their latest task is one that has seen failure from everyone who has attempted it: the subjugation of the impenetrable fortress of Doldrey.,2012-06-23,3.5183,7.3,467
2171,80184,The Hidden Face,A Spanish orchestra conductor deals with the mysterious disappearance of his girlfriend.,2011-09-16,4.5972,7.305,1151
2172,44264,True Grit,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",2010-12-22,12.9149,7.305,5841
2173,19913,(500) Days of Summer,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",2009-07-17,12.823,7.305,11168
2174,17111,Shutter,"When Jane and Tun run over a girl in a car accident, they speed away immediately from the crime scene. However, Tun, a photographer, soon discovers strange shadows in his photos, which unsettles them.",2004-09-09,5.3336,7.305,1430
2175,15487,The Greatest Game Ever Played,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",2005-09-30,4.2512,7.305,550
2176,11698,Stroszek,"Bruno Stroszek is released from prison and warned to stop drinking. He has few skills and fewer expectations: with a glockenspiel and an accordion, he ekes out a living as a street musician. He befriends Eva, a prostitute down on her luck and they join his neighbor, Scheitz, an elderly eccentric, when he leaves Germany to live in Wisconsin.",1977-05-20,1.804,7.305,303
2177,892,Delicatessen,"In a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. A young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other business-related purposes.",1991-04-17,4.4624,7.305,1656
